message,rpid_str,parent,ctime,like,mid,sex
看看马里乌波尔，看看巴赫穆特，阿夫迪夫卡等的城市建筑。谁还觉得到底是所谓的乌军炮击顿涅茨克平民百姓，还是俄军炮击平民百姓？,208862817792,0,1708346463,17,432451458,保密
看看加沙，看看基辅等的城市建筑。谁还觉得到底是所谓的俄军空袭平民百姓，还是以军炮击平民百姓？,208878351264,208862817792,1708352020,24,689384209,保密
如果大毛一开始就像犹大那样无差别轰炸的话，进展可能会比现在顺利一些,208880733008,208862817792,1708352812,16,522237259,保密
自我陶醉，你乌贼🦑躲平民家里架炮打人家干啥啊,208891540864,208862817792,1708356638,19,3493133157402707,保密
要塞城市跟普通居民城市比，你还真是会找对比方[吃瓜],208897889488,208862817792,1708359110,4,512470394,男
俄军炮击时，建筑中有平民百姓？,208900579664,208862817792,1708360237,2,3493283481258180,保密
回复 @喝酒吃肉宰霉狗 :还真有，刚刷到民众和进城俄军交流的视频,209041825072,208900579664,1708436673,0,2867504,保密
14年开始搭建的堡垒城市[呲牙]顿巴斯被轰炸时默不作声，俄乌战争我要发散人性光辉[呲牙]你想找存在感想装x就直说[呲牙][呲牙],209054173712,208862817792,1708440915,7,438861333,保密
你不是蠢就是坏,209073863072,208862817792,1708448765,0,68914,男
回复 @HBoooooom :大毛不能对平民下手，这对自己还有国际舆论都不好，但还好不对平民下手，那些被乌克兰压迫的人民才会欢迎俄军到来,209075919568,208880733008,1708449987,3,412682305,女
啥时候能打斯拉维扬斯克双子城,208805949104,0,1708323334,13,36083301,保密
不清楚,208809984624,208805949104,1708325233,0,499898165,男
半年一个阿夫迪夫卡，自己算。,208846289728,208805949104,1708340373,0,5275588,保密
后面应该要快很多，因为wu的兵源快枯竭了，大毛的装备短板也快补齐了[doge],208897743040,208805949104,1708359048,7,512470394,男
乌在守阿瓦迪夫卡的时候后备兵力还是西尔斯基抽来的而且跟巴赫姆特那会比太少了[吃瓜],208968030224,208805949104,1708408805,0,1558478006,男
现在俄全在进攻除了哈尔科夫和赫尔松没动静剩下的全有[吃瓜],208968135616,208805949104,1708408839,0,1558478006,男
