message,rpid_str,parent,ctime,like,mid,sex
沈腾？[doge],180963343520,0,1692058363,1,57372642,保密
哈哈哈哈哈哈,180996226256,180963343520,1692072770,0,14979595,保密
这才是日本的官渡之战,180945446144,0,1692033716,3,3493113775524072,保密
小牧长久手是家康生涯巅峰一战，相当于信长的桶狭间秀吉的中国大返还,180934498448,0,1692028578,17,58033801,保密
西军战败是不是因为在半岛损失惨重?,180953617040,180934498448,1692042281,3,1176387135,保密
回复 @凯迪king :并不是，秀吉和信长的失败是注定的，就是因为兵权没有交接到继承人手里。,180957413792,180953617040,1692051892,5,58033801,保密
长久手乌龟打的是爽，但是信忠手握尾美两国百万石，信长让出家督也掌控着安土城到二条城及近幾周边，两父子爆兵能爆出来至少5～6w兵起步，到你这就变成了没交接到继承人手里？信长1575年让出家督然后逮着信忠当军团长用，抛开永松秀久，荒木村重的反叛，石山的本愿寺的抵抗不谈，人还还打了甲州攻略，不是信忠脑子抽了拿1000人去拼光秀，猴子跑回本能寺还得跪着舔他的奇妙丸大人[抠鼻],180966218032,180934498448,1692060134,21,6187018,保密
回复 @这bo不亏 :信长的继承人是谁来着，再说一遍？,180969369952,180966218032,1692061780,3,58033801,保密
信忠啊,180975927760,180934498448,1692064964,1,35884486,保密
回复 @天才美少女樱花妹 :对啊，继承人跟他一起死了，就是这个原因，他balabala一堆我都懒得看,180982142736,180975927760,1692067597,3,58033801,保密
回复 @这bo不亏 :继承人一块嗝屁了呀，这不就是死后军权没交到继承人手里嘛[doge],180996425200,180966218032,1692072808,0,273888096,保密
可惜没有和前面2场一样起到决定性效果,180999512624,180934498448,1692073831,1,371330,保密
回复 @原生体BX :为了他之后接管天下竖立权威起到至关重要的作用，毕竟秀吉一生败仗也是屈指可数，这还是以少胜多，当然表面作用的确不大,181028005072,180999512624,1692084491,1,58033801,保密
回复 @这bo不亏 :这里我也不能理解，信忠不快跑聚集军队反攻，跑去送光秀人头，完全想不通,181036999616,180966218032,1692088167,0,331419534,保密
