message,rpid_str,parent,ctime,like,mid,sex
c罗性格要是稳定点就很完美了，但是他总是选择最轰轰烈烈的方式发泄[笑哭][笑哭],212204605696,0,1710325335,0,264477478,保密
还记得2023世界足球先生的评选吗？梅西没有投自己票，他也不在乎这些个人荣誉，但是国际足联就要强行让他拿这个奖，（当然他自己也没有去现场领奖）梅西性格太有问题了典型的回避型人格，这也让资本有了可乘之机，他就是太缺乏刚毅果断的一面了才次次被资本架在火上烤，搞得梅西争议越来越大被各种狂喷，从某种程度上来说梅西也是牺牲品，就像up所说希望梅西以后也能挣脱束缚吧,209876538352,0,1708870688,2,86459180,保密
葡萄牙是农业国，你确定？,207924610832,0,1707838715,1,1372787698,保密
葡萄牙的工业现在有什么,209868016624,207924610832,1708867253,0,320752709,男
航海殖民时期也是发展的种植园，本国大头产业就包括葡萄酒以及各种食品产业，确实不是啥工业强国,211064207232,207924610832,1709624186,0,1700090840,保密
回复 @了笑想都我 :别讲殖民时期，这不是废话么，那时候谁是工业国？，是不是工业农业要看本国经济这两者比重，自己去看资料，就只知道点殖民史？,211072091248,211064207232,1709628661,0,1372787698,保密
回复 @Fedeerer :有什么自己上网看经济占比我懒得码字,211072378000,209868016624,1709628849,0,1372787698,保密
回复 @星海诉愿 :说得就像你会查一样[吃瓜],211072787936,211072378000,1709629101,0,320752709,男
回复 @Fedeerer :网络万能回复，还以为阁下有何高论，你查不查那是你的事，gdp占比搁那摆着呢,211074160048,211072787936,1709629730,0,1372787698,保密
回复 @星海诉愿 :我查到葡萄牙工业占比20%左右，请问阁下有何数据证明葡萄牙是工业国[吃瓜],211082365552,211074160048,1709633664,0,320752709,男
回复 @星海诉愿 :[调皮],211113032896,211074160048,1709646877,0,320752709,男
